label id group Gene_ID_human
1 Citrate 1 Metabolome NA
2 Creatine 2 Metabolome NA
3 D-Fructose 3 Metabolome NA
4 AQP9 4 Transcriptome 366
5 SERPINB8 5 Transcriptome 5271
6 SEC61B 6 Transcriptome 10952
7 OLFML2B 7 Transcriptome 25903
8 SORT1 8 Transcriptome 6272
9 KIT 9 Transcriptome 3815
10 CTSV 10 Transcriptome 1515
11 ENSSSCG00000011212 11 Transcriptome 
12 TMEM43 12 Transcriptome 79188
13 IL2RG 13 Transcriptome 3561
14 CAMK2A 14 Transcriptome 815
15 ND1 15 Transcriptome 4535
16 ATP8 16 Transcriptome 4509
17 ENSSSCG00000023584 17 Transcriptome 
18 RGN 18 Transcriptome 9104
19 NECTIN4 19 Transcriptome 81607
20 ESYT3 20 Transcriptome 83850
21 IL2RG 21 Transcriptome 3561
22 ABCB7 22 Transcriptome 22
23 CYP2J93 23 Transcriptome 
24 RGN 24 Transcriptome 9104
25 RAB9A 25 Transcriptome 9367
26 ENSSSCG00000023546 26 Transcriptome 
27 GPRASP2 27 Transcriptome 114928
28 TMEM130 28 Transcriptome 222865
29 DACH2 29 Transcriptome 117154
30 RETREG1 30 Transcriptome 54463
31 CARMIL1 31 Transcriptome 55604
32 BCAM 32 Transcriptome 4059
33 CRYBG2 33 Transcriptome 55057
34 HNF1B 34 Transcriptome 6928
35 ENSSSCG00000047293 35 Transcriptome 
36 RNF223 36 Transcriptome 401934
37 ENSSSCG00000046192 37 Transcriptome 
38 ZMIZ2 38 Transcriptome 83637
39 ENSSSCG00000049683 39 Transcriptome 
40 MYO5B 40 Transcriptome 4645
41 Glycerophosphocholine 41 Metabolome NA
42 Hypoxanthine 42 Metabolome NA
43 L-Glycine 43 Metabolome NA
44 L-Isoleucine 44 Metabolome NA
45 L-Leucine 45 Metabolome NA
46 L-Methionine 46 Metabolome NA
47 L-Serine 47 Metabolome NA
48 L-Tyrosine 48 Metabolome NA
49 L-Valine 49 Metabolome NA
50 Lactate 50 Metabolome NA
51 N-Acetyl-L-AsparticAcid 51 Metabolome NA
52 NicotinuricAcid 52 Metabolome NA
53 Phosphocholine 53 Metabolome NA
54 S-Acetamidomethylcysteine 54 Metabolome NA
