label id group Gene_ID_human
1 Adenosine 1 Metabolome NA
2 CholineChloride 2 Metabolome NA
3 D-Fructose 3 Metabolome NA
4 SDR9C7 4 Transcriptome 121214
5 BCL2L14 5 Transcriptome 79370
6 SHF 6 Transcriptome 90525
7 KCNIP3 7 Transcriptome 30818
8 CGREF1 8 Transcriptome 10669
9 SLC10A4 9 Transcriptome 201780
10 STBD1 10 Transcriptome 8987
11 LIPH 11 Transcriptome 200879
12 ENSSSCG00000013100 12 Transcriptome 64231
13 SPINK5 13 Transcriptome 11005
14 MPZL2 14 Transcriptome 10205
15 DACT3 15 Transcriptome 147906
16 EMP3 16 Transcriptome 2014
17 EVA1C 17 Transcriptome 59271
18 CRYBG1 18 Transcriptome 202
19 MRPL9 19 Transcriptome 65005
20 CRYBG1 20 Transcriptome 202
21 ENSSSCG00000033918 21 Transcriptome 
22 CD68 22 Transcriptome 968
23 IL2RA 23 Transcriptome 3559
24 FOXF1 24 Transcriptome 2294
25 LIMA1 25 Transcriptome 51474
26 ENSSSCG00000035567 26 Transcriptome 
27 EGR4 27 Transcriptome 1961
28 ABCB1 28 Transcriptome 5243
29 LURAP1L 29 Transcriptome 286343
30 PDCD6IP 30 Transcriptome 10015
31 PRC1 31 Transcriptome 9055
32 GNA14 32 Transcriptome 9630
33 SMAD1 33 Transcriptome 4086
34 GCNT2 34 Transcriptome 2651
35 MYL12A 35 Transcriptome 10627
36 LIMA1 36 Transcriptome 51474
37 ENSSSCG00000010212 37 Transcriptome 
38 CES1 38 Transcriptome 1066
39 GLUCOSE_ARTERE_Y 39 Phenotype NA
40 GLUCOSE_VEINE_Y 40 Phenotype NA
41 Glycerophosphocholine 41 Metabolome NA
42 GuanidinoaceticAcid 42 Metabolome NA
43 L-Alanine 43 Metabolome NA
44 L-Citrulline 44 Metabolome NA
45 L-Cystine 45 Metabolome NA
46 L-Leucine 46 Metabolome NA
47 L-Serine 47 Metabolome NA
48 LACTATE_ARTERE_Y 48 Phenotype NA
49 LACTATE_VEINE_Y 49 Phenotype NA
50 MHC_E_MUSCLE_Y 50 Phenotype NA
51 MHC_F_E_MUSCLE_Y 51 Phenotype NA
52 MHC_F_EP_MUSCLE_Y 52 Phenotype NA
53 MHC_F_MUSCLE_Y 53 Phenotype NA
54 MHC_F_P_MUSCLE_Y 54 Phenotype NA
55 MHC_P_E_MUSCLE_Y 55 Phenotype NA
56 MHC_P_MUSCLE_Y 56 Phenotype NA
57 Myo-Inositol 57 Metabolome NA
58 N-Acetylglycine 58 Metabolome NA
59 NicotinuricAcid 59 Metabolome NA
60 Oxypurinol 60 Metabolome NA
61 PCO2_ARTERE_Y 61 Phenotype NA
62 PCO2_VEINE_Y 62 Phenotype NA
63 pH_ARTERE_Y 63 Phenotype NA
64 pH_VEINE_Y 64 Phenotype NA
65 PO2_VEINE_Y 65 Phenotype NA
