label id group Gene_ID_human
1 Adenosine 1 Metabolome NA
2 Body_Brain_Y 2 Phenotype NA
3 Body_L_Y 3 Phenotype NA
4 Body_W_Y 4 Phenotype NA
5 Brain_BW_Y 5 Phenotype NA
6 CholineChloride 6 Metabolome NA
7 Cord_L_Y 7 Phenotype NA
8 Creatine 8 Metabolome NA
9 D-Fructose 9 Metabolome NA
10 D-GluconicAcid 10 Metabolome NA
11 D-Sorbitol 11 Metabolome NA
12 ACVR1B 12 Transcriptome 91
13 NTN4 13 Transcriptome 59277
14 HLADRA 14 Transcriptome 3122
15 CADM4 15 Transcriptome 199731
16 EPHA2 16 Transcriptome 1969
17 SEC61B 17 Transcriptome 10952
18 MYOZ1 18 Transcriptome 58529
19 ANGPTL4 19 Transcriptome 51129
20 DNAH11 20 Transcriptome 8701
21 PDIA4 21 Transcriptome 9601
22 ESM1 22 Transcriptome 11082
23 PMAIP1 23 Transcriptome 5366
24 C1orf115 24 Transcriptome 79762
25 SGPP1 25 Transcriptome 81537
26 EGFLAM 26 Transcriptome 133584
27 KRCC1 27 Transcriptome 51315
28 P2RX1 28 Transcriptome 5023
29 SEMA4D 29 Transcriptome 10507
30 AZGP1 30 Transcriptome 563
31 CNTRL 31 Transcriptome 11064
32 EXOC2 32 Transcriptome 55770
33 SLADRB1 33 Transcriptome 
34 RDH16 34 Transcriptome 8608
35 MNDA 35 Transcriptome 4332
36 USP18 36 Transcriptome 11274
37 MYL12A 37 Transcriptome 10627
38 VTA1 38 Transcriptome 51534
39 MTFP1 39 Transcriptome 51537
40 TMPRSS5 40 Transcriptome 80975
41 WLS 41 Transcriptome 79971
42 ZMIZ2 42 Transcriptome 83637
43 GPR183 43 Transcriptome 1880
44 ESD 44 Transcriptome 2098
45 ENSSSCG00000041120 45 Transcriptome 
46 ENSSSCG00000050550 46 Transcriptome 
47 GuanidinoaceticAcid 47 Metabolome NA
48 Head_Brain_Y 48 Phenotype NA
49 Head_W_Y 49 Phenotype NA
50 L_intest_Brain_Y 50 Phenotype NA
51 L_intest_W_Y 51 Phenotype NA
52 L_Kidney_BW_Y 52 Phenotype NA
53 L-GlutamicAcid 53 Metabolome NA
54 L-Isoleucine 54 Metabolome NA
55 L-Leucine 55 Metabolome NA
56 L-Serine 56 Metabolome NA
57 L-Valine 57 Metabolome NA
58 Liver_Brain_Y 58 Phenotype NA
59 Liver_BW_Y 59 Phenotype NA
60 Liver_W_Y 60 Phenotype NA
61 Lung_Brain_Y 61 Phenotype NA
62 Lung_BW_Y 62 Phenotype NA
63 NB_groin_crease_Y 63 Phenotype NA
64 NicotinuricAcid 64 Metabolome NA
65 Oxypurinol 65 Metabolome NA
66 Plac_res_Y 66 Phenotype NA
67 R_Kidney_BW_Y 67 Phenotype NA
68 S_intest_Brain_Y 68 Phenotype NA
69 S_intest_W_Y 69 Phenotype NA
70 S-Acetamidomethylcysteine 70 Metabolome NA
71 Spleen_Brain_Y 71 Phenotype NA
72 Spleen_BW_Y 72 Phenotype NA
73 Spleen_W_Y 73 Phenotype NA
74 Stomach_Brain_Y 74 Phenotype NA
75 Succinate 75 Metabolome NA
