label id group Gene_ID_human
1 Betaine_Y 1 Phenotype NA
2 Cadaverine_Y 2 Phenotype NA
3 CholineChloride 3 Metabolome NA
4 D-Fructose 4 Metabolome NA
5 D-GluconicAcid 5 Metabolome NA
6 D.Fructose_Y 6 Phenotype NA
7 D.GluconicAcid_Y 7 Phenotype NA
8 D.Glucose_Y 8 Phenotype NA
9 D.Glucose.6.Phosphate_Y 9 Phenotype NA
10 D.Mannose_Y 10 Phenotype NA
11 D.Sorbitol_Y 11 Phenotype NA
12 LONP2 12 Transcriptome 83752
13 CDC20 13 Transcriptome 991
14 SDC2 14 Transcriptome 6383
15 MGST3 15 Transcriptome 4259
16 SCNN1G 16 Transcriptome 6340
17 KCNIP3 17 Transcriptome 30818
18 SLC15A1 18 Transcriptome 6564
19 HVCN1 19 Transcriptome 84329
20 CYP17A1 20 Transcriptome 1586
21 CCDC191 21 Transcriptome 57577
22 LGR4 22 Transcriptome 55366
23 LDHA 23 Transcriptome 3939
24 DGKD 24 Transcriptome 8527
25 MARVELD2 25 Transcriptome 153562
26 GRAMD2B 26 Transcriptome 65983
27 GRHL1 27 Transcriptome 29841
28 MARVELD2 28 Transcriptome 153562
29 SIPA1L1 29 Transcriptome 26037
30 FRRS1 30 Transcriptome 391059
31 B3GNT5 31 Transcriptome 84002
32 PDE3B 32 Transcriptome 5140
33 BIRC5 33 Transcriptome 332
34 GCNT2 34 Transcriptome 2651
35 GPT2 35 Transcriptome 84706
36 SFT2D2 36 Transcriptome 375035
37 NR5A2 37 Transcriptome 2494
38 RSPO3 38 Transcriptome 84870
39 ENSSSCG00000048678 39 Transcriptome 
40 GSTA4 40 Transcriptome 2941
41 CCDC201 41 Transcriptome 114515518
42 LOXL3 42 Transcriptome 84695
43 PPA1 43 Transcriptome 5464
44 CDC45 44 Transcriptome 8318
45 EthylmalonicAcid_Y 45 Phenotype NA
46 Galactitol_Y 46 Phenotype NA
47 Glycerophosphocholine 47 Metabolome NA
48 GuanidinoaceticAcid 48 Metabolome NA
49 GuanidinoaceticAcid_Y 49 Phenotype NA
50 L-GlutamicAcid 50 Metabolome NA
51 L-Glycine 51 Metabolome NA
52 L-Isoleucine 52 Metabolome NA
53 L-Leucine 53 Metabolome NA
54 L-Serine 54 Metabolome NA
55 L-Tyrosine 55 Metabolome NA
56 L-Valine 56 Metabolome NA
57 L.Alanine_Y 57 Phenotype NA
58 L.Arginine_Y 58 Phenotype NA
59 L.Carnitine_Y 59 Phenotype NA
60 L.Cystine_Y 60 Phenotype NA
61 L.Glycine_Y 61 Phenotype NA
62 L.Isoleucine_Y 62 Phenotype NA
63 L.Leucine_Y 63 Phenotype NA
64 L.Proline_Y 64 Phenotype NA
65 L.Serine_Y 65 Phenotype NA
66 L.Valine_Y 66 Phenotype NA
67 Lactate 67 Metabolome NA
68 Myo-Inositol 68 Metabolome NA
69 Myo.Inositol_Y 69 Phenotype NA
70 N-Acetylglycine 70 Metabolome NA
71 NicotinuricAcid 71 Metabolome NA
72 S.Acetamidomethylcysteine_Y 72 Phenotype NA
73 ThreonicAcid_Y 73 Phenotype NA
74 TMAO_Y 74 Phenotype NA
